source,date,gid,country,countrycode,adm_area_1,adm_area_2,adm_area_3,c1_school_closing,c1_flag,c2_workplace_closing,c2_flag,c3_cancel_public_events,c3_flag,c4_restrictions_on_gatherings,c4_flag,c5_close_public_transport,c5_flag,c6_stay_at_home_requirements,c6_flag,c7_restrictions_on_internal_movement,c7_flag,c8_international_travel_controls,e1_income_support,e1_flag,e2_debtcontract_relief,e3_fiscal_measures,e4_international_support,h1_public_information_campaigns,h1_flag,h2_testing_policy,h3_contact_tracing,h4_emergency_investment_in_healthcare,h5_investment_in_vaccines,m1_wildcard,stringency_index,stringency_indexfordisplay,stringency_legacy_index,stringency_legacy_indexfordisplay,government_response_index,government_response_index_for_display,containment_health_index,containment_health_index_for_display,economic_support_index,economic_support_index_for_display
GOVTRACK,21-02-2020,GMB,Gambia,GMB,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0.0,0.0
GOVTRACK,21-02-2020,GEO,Georgia,GEO,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,2,1,0,0,0.0,0.0,,19.44,19.44,25.0,25.0,13.46,13.46,15.91,15.91,0.0,0.0
GOVTRACK,21-02-2020,DEU,Germany,DEU,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,2,0.0,0.0,,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
GOVTRACK,21-02-2020,GHA,Ghana,GHA,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,2.78,2.78,3.57,3.57,1.92,1.92,2.27,2.27,0.0,0.0
GOVTRACK,21-02-2020,GRC,Greece,GRC,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,GRL,Greenland,GRL,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,GUM,Guam,GUM,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,0,0,0.0,0.0,,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0.0,0.0
GOVTRACK,21-02-2020,GTM,Guatemala,GTM,,,,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,11.11,11.11,16.67,16.67,7.69,7.69,9.09,9.09,0.0,0.0
GOVTRACK,21-02-2020,GIN,Guinea,GIN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,2,0,0.0,0.0,,11.11,11.11,14.29,14.29,12.82,12.82,15.15,15.15,0.0,0.0
GOVTRACK,21-02-2020,GUY,Guyana,GUY,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,2,1,1,0,,0.0,,13.89,13.89,17.86,17.86,12.18,12.18,14.39,14.39,0.0,0.0
GOVTRACK,21-02-2020,HTI,Haiti,HTI,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,HND,Honduras,HND,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,HKG,Hong Kong,HKG,,,,3,1,2,1,2,1,0,,0,,1,1,0,,3,0,,0,2170012300.0,0.0,2,1,2,2,1308494000.0,0.0,,52.78,52.78,71.43,71.43,49.36,49.36,58.33,58.33,0.0,0.0
GOVTRACK,21-02-2020,HUN,Hungary,HUN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,2,0.0,0.0,,0.0,0.0,0.0,0.0,7.69,7.69,9.09,9.09,0.0,0.0
GOVTRACK,21-02-2020,ISL,Iceland,ISL,,,,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0.0,0.0,2,1,0,0,0.0,0.0,,16.67,16.67,21.43,21.43,11.54,11.54,13.64,13.64,0.0,0.0
GOVTRACK,21-02-2020,IND,India,IND,,,,0,,0,,0,,0,,0,,1,0,0,,1,0,,0,0.0,0.0,1,1,1,2,0.0,0.0,,10.19,10.19,16.67,16.67,17.31,17.31,20.45,20.45,0.0,0.0
GOVTRACK,21-02-2020,IDN,Indonesia,IDN,,,,3,1,2,0,2,0,4,0,0,,2,0,1,1,4,0,,0,0.0,0.0,2,1,1,2,0.0,0.0,,68.06,68.06,70.95,70.95,57.37,57.37,67.8,67.8,0.0,0.0
GOVTRACK,21-02-2020,IRN,"Iran, Islamic Republic of",IRN,,,,0,,0,,1,0,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,2.78,2.78,4.76,4.76,1.92,1.92,2.27,2.27,0.0,0.0
GOVTRACK,21-02-2020,IRQ,Iraq,IRQ,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,1,0,0,0,0.0,0.0,,11.11,11.11,15.48,15.48,7.69,7.69,9.09,9.09,0.0,0.0
GOVTRACK,21-02-2020,IRL,Ireland,IRL,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0.0,0.0
GOVTRACK,21-02-2020,ISR,Israel,ISR,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,2,1,1,0,0.0,1.0,,19.44,19.44,25.0,25.0,16.03,16.03,18.94,18.94,0.0,0.0
GOVTRACK,21-02-2020,ITA,Italy,ITA,,,,0,,0,,0,,0,,0,,0,,2,0,3,0,,0,0.0,0.0,2,1,1,2,0.0,0.0,,27.78,27.78,34.52,34.52,29.49,29.49,34.85,34.85,0.0,0.0
GOVTRACK,21-02-2020,JAM,Jamaica,JAM,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,,19.44,19.44,25.0,25.0,19.87,19.87,23.48,23.48,0.0,0.0
GOVTRACK,21-02-2020,JPN,Japan,JPN,,,,0,,0,,1,1,0,,0,,0,,0,,3,0,,0,0.0,0.0,2,1,1,1,0.0,0.0,,25.0,25.0,34.52,34.52,23.72,23.72,28.03,28.03,0.0,0.0
GOVTRACK,21-02-2020,JOR,Jordan,JOR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,KAZ,Kazakhstan,KAZ,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,2.56,2.56,3.03,3.03,0.0,0.0
GOVTRACK,21-02-2020,KEN,Kenya,KEN,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,2.78,2.78,3.57,3.57,1.92,1.92,2.27,2.27,0.0,0.0
GOVTRACK,21-02-2020,KOR,"Korea, Republic of",KOR,,,,3,0,0,,2,1,2,1,0,,0,,0,,3,0,,1,0.0,0.0,2,1,3,2,0.0,0.0,,45.37,45.37,50.0,50.0,50.64,50.64,55.3,55.3,25.0,25.0
GOVTRACK,21-02-2020,RKS,Kosovo,RKS,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,KWT,Kuwait,KWT,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,2,1,0,0,0.0,0.0,,13.89,13.89,17.86,17.86,9.62,9.62,11.36,11.36,0.0,0.0
GOVTRACK,21-02-2020,KGZ,Kyrgyzstan,KGZ,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,2,1,1,0,0.0,0.0,,13.89,13.89,17.86,17.86,12.18,12.18,14.39,14.39,0.0,0.0
GOVTRACK,21-02-2020,LAO,Lao People's Democratic Republic,LAO,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,LBN,Lebanon,LBN,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,1,1,1,1,0.0,0.0,,8.33,8.33,13.1,13.1,12.18,12.18,14.39,14.39,0.0,0.0
GOVTRACK,21-02-2020,LSO,Lesotho,LSO,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,LBR,Liberia,LBR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0.0,0.0
GOVTRACK,21-02-2020,LBY,Libyan Arab Jamahiriya,LBY,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,LTU,Lithuania,LTU,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,2.56,2.56,3.03,3.03,0.0,0.0
GOVTRACK,21-02-2020,LUX,Luxembourg,LUX,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,MAC,Macao,MAC,,,,3,1,0,,2,1,0,,0,,0,,0,,2,1,1,2,0.0,0.0,2,1,1,2,0.0,0.0,,38.89,38.89,50.0,50.0,48.72,48.72,43.94,43.94,75.0,75.0
GOVTRACK,21-02-2020,MDG,Madagascar,MDG,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,MWI,Malawi,MWI,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0.0,0.0
GOVTRACK,21-02-2020,MYS,Malaysia,MYS,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,2,1,1,2,0.0,0.0,,19.44,19.44,25.0,25.0,23.72,23.72,28.03,28.03,0.0,0.0
GOVTRACK,21-02-2020,MLI,Mali,MLI,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,MRT,Mauritania,MRT,,,,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,5.56,5.56,7.14,7.14,3.85,3.85,4.55,4.55,0.0,0.0
GOVTRACK,21-02-2020,MUS,Mauritius,MUS,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,MEX,Mexico,MEX,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,MDA,"Moldova, Republic of",MDA,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0.0,0.0
GOVTRACK,21-02-2020,MNG,Mongolia,MNG,,,,3,1,2,1,2,1,0,,2,0,0,,2,0,3,0,,0,0.0,0.0,2,1,0,0,0.0,0.0,,65.74,65.74,83.33,83.33,45.51,45.51,53.79,53.79,0.0,0.0
GOVTRACK,21-02-2020,MAR,Morocco,MAR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,MOZ,Mozambique,MOZ,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,8.33,8.33,13.1,13.1,5.77,5.77,6.82,6.82,0.0,0.0
GOVTRACK,21-02-2020,MMR,Myanmar,MMR,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,2.78,2.78,3.57,3.57,1.92,1.92,2.27,2.27,0.0,0.0
GOVTRACK,21-02-2020,NAM,Namibia,NAM,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,NPL,Nepal,NPL,,,,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0.0,0.0,2,1,1,2,0.0,0.0,,16.67,16.67,21.43,21.43,21.79,21.79,25.76,25.76,0.0,0.0
GOVTRACK,21-02-2020,NLD,Netherlands,NLD,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,2.56,2.56,3.03,3.03,0.0,0.0
GOVTRACK,21-02-2020,NZL,New Zealand,NZL,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,1,1,,0,0.0,0.0,,13.89,13.89,20.24,20.24,9.62,9.62,11.36,11.36,0.0,0.0
GOVTRACK,21-02-2020,NIC,Nicaragua,NIC,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,0,,1,0,0.0,0.0,,2.78,2.78,3.57,3.57,4.49,4.49,5.3,5.3,0.0,0.0
GOVTRACK,21-02-2020,NER,Niger,NER,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,NGA,Nigeria,NGA,,,,0,,0,,0,,0,,0,,0,,0,,4,0,,0,0.0,0.0,2,1,1,0,0.0,0.0,,22.22,22.22,28.57,28.57,17.95,17.95,21.21,21.21,0.0,0.0
GOVTRACK,21-02-2020,NOR,Norway,NOR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,0,0,0.0,0.0,,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0.0,0.0
GOVTRACK,21-02-2020,OMN,Oman,OMN,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,2,1,2,0,0.0,0.0,,19.44,19.44,25.0,25.0,18.59,18.59,21.97,21.97,0.0,0.0
GOVTRACK,21-02-2020,PAK,Pakistan,PAK,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,0,1,0.0,0.0,,11.11,11.11,14.29,14.29,11.54,11.54,13.64,13.64,0.0,0.0
GOVTRACK,21-02-2020,PSE,"Palestinian Territory, Occupied",PSE,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,PAN,Panama,PAN,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,8.33,8.33,13.1,13.1,5.77,5.77,6.82,6.82,0.0,0.0
GOVTRACK,21-02-2020,PNG,Papua New Guinea,PNG,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,1,1,0,2,0.0,0.0,,13.89,13.89,20.24,20.24,17.31,17.31,20.45,20.45,0.0,0.0
GOVTRACK,21-02-2020,PRY,Paraguay,PRY,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0.0,0.0
GOVTRACK,21-02-2020,PER,Peru,PER,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,2.56,2.56,3.03,3.03,0.0,0.0
GOVTRACK,21-02-2020,PHL,Philippines,PHL,,,,0,,0,,1,1,0,,0,,0,,0,,3,0,,0,0.0,0.0,2,1,2,0,0.0,0.0,,25.0,25.0,34.52,34.52,22.44,22.44,26.52,26.52,0.0,0.0
GOVTRACK,21-02-2020,POL,Poland,POL,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0.0,0.0
GOVTRACK,21-02-2020,PRT,Portugal,PRT,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,2,0.0,0.0,,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
GOVTRACK,21-02-2020,PRI,Puerto Rico,PRI,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,2.78,2.78,3.57,3.57,1.92,1.92,2.27,2.27,0.0,0.0
GOVTRACK,21-02-2020,QAT,Qatar,QAT,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,13.89,13.89,20.24,20.24,9.62,9.62,11.36,11.36,0.0,0.0
GOVTRACK,21-02-2020,ROU,Romania,ROU,,,,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,5.56,5.56,7.14,7.14,3.85,3.85,4.55,4.55,0.0,0.0
GOVTRACK,21-02-2020,RUS,Russian Federation,RUS,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,0,,1,0,0.0,0.0,,8.33,8.33,10.71,10.71,8.33,8.33,9.85,9.85,0.0,0.0
GOVTRACK,21-02-2020,RWA,Rwanda,RWA,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,2,1,2,0,0.0,0.0,,13.89,13.89,17.86,17.86,14.74,14.74,17.42,17.42,0.0,0.0
GOVTRACK,21-02-2020,SMR,San Marino,SMR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,SAU,Saudi Arabia,SAU,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,0,2,0.0,0.0,,11.11,11.11,14.29,14.29,15.38,15.38,18.18,18.18,0.0,0.0
GOVTRACK,21-02-2020,SEN,Senegal,SEN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,SRB,Serbia,SRB,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,2.78,2.78,3.57,3.57,1.92,1.92,2.27,2.27,0.0,0.0
GOVTRACK,21-02-2020,SYC,Seychelles,SYC,,,,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0.0,0.0,2,1,0,0,0.0,0.0,,16.67,16.67,21.43,21.43,11.54,11.54,13.64,13.64,0.0,0.0
GOVTRACK,21-02-2020,SLE,Sierra Leone,SLE,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,SGP,Singapore,SGP,,,,0,,0,,1,1,0,,0,,0,,0,,3,0,,0,0.0,0.0,2,1,2,2,0.0,0.0,,25.0,25.0,34.52,34.52,30.13,30.13,35.61,35.61,0.0,0.0
GOVTRACK,21-02-2020,SVK,Slovakia,SVK,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,0,1,2,0.0,0.0,,2.78,2.78,4.76,4.76,12.18,12.18,14.39,14.39,0.0,0.0
GOVTRACK,21-02-2020,SVN,Slovenia,SVN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,SLB,Solomon Islands,SLB,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,8.33,8.33,10.71,10.71,5.77,5.77,6.82,6.82,0.0,0.0
GOVTRACK,21-02-2020,SOM,Somalia,SOM,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,ZAF,South Africa,ZAF,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,2.78,2.78,3.57,3.57,1.92,1.92,2.27,2.27,0.0,0.0
GOVTRACK,21-02-2020,SSD,South Sudan,SSD,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,ESP,Spain,ESP,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,2,0.0,0.0,,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
GOVTRACK,21-02-2020,LKA,Sri Lanka,LKA,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,1,1,1,2,0.0,0.0,,8.33,8.33,13.1,13.1,16.03,16.03,18.94,18.94,0.0,0.0
GOVTRACK,21-02-2020,SDN,Sudan,SDN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0.0,0.0
GOVTRACK,21-02-2020,SUR,Suriname,SUR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,SWZ,Swaziland,SWZ,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,SWE,Sweden,SWE,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,1,2,0.0,0.0,,0.0,0.0,0.0,0.0,10.26,10.26,12.12,12.12,0.0,0.0
GOVTRACK,21-02-2020,CHE,Switzerland,CHE,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,3.85,3.85,4.55,4.55,0.0,0.0
GOVTRACK,21-02-2020,SYR,Syrian Arab Republic,SYR,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,2.78,2.78,3.57,3.57,1.92,1.92,2.27,2.27,0.0,0.0
GOVTRACK,21-02-2020,TWN,"Taiwan, Province of China",TWN,,,,3,1,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,2,1,2,2,0.0,0.0,,30.56,30.56,39.29,39.29,33.97,33.97,40.15,40.15,0.0,0.0
GOVTRACK,21-02-2020,TJK,Tajikistan,TJK,,,,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0.0,0.0,1,1,1,1,0.0,0.0,,11.11,11.11,16.67,16.67,14.1,14.1,16.67,16.67,0.0,0.0
GOVTRACK,21-02-2020,TZA,"Tanzania, United Republic of",TZA,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,THA,Thailand,THA,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,TLS,Timor-Leste,TLS,,,,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,11.11,11.11,16.67,16.67,7.69,7.69,9.09,9.09,0.0,0.0
GOVTRACK,21-02-2020,TTO,Trinidad and Tobago,TTO,,,,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0.0,0.0,1,1,0,0,0.0,0.0,,11.11,11.11,16.67,16.67,7.69,7.69,9.09,9.09,0.0,0.0
GOVTRACK,21-02-2020,TUN,Tunisia,TUN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,21-02-2020,TUR,Turkey,TUR,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,10.75,0.0,2,1,2,1,0.0,0.0,,19.44,19.44,25.0,25.0,22.44,22.44,26.52,26.52,0.0,0.0
GOVTRACK,21-02-2020,TKM,Turkmenistan,TKM,,,,0,,0,,0,,0,,0,,0,,0,,3,0,,0,0.0,0.0,2,1,1,0,0.0,0.0,,19.44,19.44,25.0,25.0,16.03,16.03,18.94,18.94,0.0,0.0
GOVTRACK,21-02-2020,UGA,Uganda,UGA,,,,0,,0,,0,,0,,0,,0,,0,,2,0,,0,0.0,0.0,2,1,1,0,0.0,0.0,,16.67,16.67,21.43,21.43,14.1,14.1,16.67,16.67,0.0,0.0
GOVTRACK,21-02-2020,UKR,Ukraine,UKR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,6.41,6.41,7.58,7.58,0.0,0.0
GOVTRACK,21-02-2020,ARE,United Arab Emirates,ARE,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,0,,0,2,0.0,0.0,,2.78,2.78,3.57,3.57,9.62,9.62,11.36,11.36,0.0,0.0
GOVTRACK,21-02-2020,GBR,United Kingdom,GBR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,1,2,0.0,0.0,,11.11,11.11,14.29,14.29,17.95,17.95,21.21,21.21,0.0,0.0
