source,date,gid,country,countrycode,adm_area_1,adm_area_2,adm_area_3,c1_school_closing,c1_flag,c2_workplace_closing,c2_flag,c3_cancel_public_events,c3_flag,c4_restrictions_on_gatherings,c4_flag,c5_close_public_transport,c5_flag,c6_stay_at_home_requirements,c6_flag,c7_restrictions_on_internal_movement,c7_flag,c8_international_travel_controls,e1_income_support,e1_flag,e2_debtcontract_relief,e3_fiscal_measures,e4_international_support,h1_public_information_campaigns,h1_flag,h2_testing_policy,h3_contact_tracing,h4_emergency_investment_in_healthcare,h5_investment_in_vaccines,m1_wildcard,stringency_index,stringency_indexfordisplay,stringency_legacy_index,stringency_legacy_indexfordisplay,government_response_index,government_response_index_for_display,containment_health_index,containment_health_index_for_display,economic_support_index,economic_support_index_for_display
GOVTRACK,01-01-2020,TCD,Chad,TCD,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,CHL,Chile,CHL,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,CHN,China,CHN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,6.41,6.41,7.58,7.58,0.0,0.0
GOVTRACK,01-01-2020,COL,Colombia,COL,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,COG,Congo,COG,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,COD,"Congo, the Democratic Republic of the",COD,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,CRI,Costa Rica,CRI,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,CIV,Côte d'Ivoire,CIV,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,HRV,Croatia,HRV,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,CUB,Cuba,CUB,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,CYP,Cyprus,CYP,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,CZE,Czech Republic,CZE,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,DNK,Denmark,DNK,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,DJI,Djibouti,DJI,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,DMA,Dominica,DMA,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,DOM,Dominican Republic,DOM,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,ECU,Ecuador,ECU,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,EGY,Egypt,EGY,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,SLV,El Salvador,SLV,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,ERI,Eritrea,ERI,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,EST,Estonia,EST,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,ETH,Ethiopia,ETH,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,FJI,Fiji,FJI,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,FIN,Finland,FIN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,FRA,France,FRA,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,GAB,Gabon,GAB,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,GMB,Gambia,GMB,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,GEO,Georgia,GEO,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,DEU,Germany,DEU,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,GHA,Ghana,GHA,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,GRC,Greece,GRC,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,GRL,Greenland,GRL,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,GUM,Guam,GUM,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,GTM,Guatemala,GTM,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,GIN,Guinea,GIN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,GUY,Guyana,GUY,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,HTI,Haiti,HTI,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,HND,Honduras,HND,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,HKG,Hong Kong,HKG,,,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.0,0.0,2,1,0,0,0.0,0.0,,13.89,13.89,17.86,17.86,9.62,9.62,11.36,11.36,0.0,0.0
GOVTRACK,01-01-2020,HUN,Hungary,HUN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,ISL,Iceland,ISL,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,IND,India,IND,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,IDN,Indonesia,IDN,,,,3,1,2,0,2,0,4,0,0,,2,0,1,1,4,0,,0,0.0,0.0,2,1,1,2,0.0,0.0,,68.06,68.06,70.95,70.95,57.37,57.37,67.8,67.8,0.0,0.0
GOVTRACK,01-01-2020,IRN,"Iran, Islamic Republic of",IRN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,IRQ,Iraq,IRQ,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,IRL,Ireland,IRL,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,ISR,Israel,ISR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,ITA,Italy,ITA,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,JAM,Jamaica,JAM,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,JPN,Japan,JPN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,JOR,Jordan,JOR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,KAZ,Kazakhstan,KAZ,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,KEN,Kenya,KEN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,KOR,"Korea, Republic of",KOR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,1,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,3.85,3.85,0.0,0.0,25.0,25.0
GOVTRACK,01-01-2020,RKS,Kosovo,RKS,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,KWT,Kuwait,KWT,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,KGZ,Kyrgyzstan,KGZ,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,LAO,Lao People's Democratic Republic,LAO,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,LBN,Lebanon,LBN,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,LSO,Lesotho,LSO,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,LBR,Liberia,LBR,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,LBY,Libyan Arab Jamahiriya,LBY,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,LTU,Lithuania,LTU,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,LUX,Luxembourg,LUX,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,MAC,Macao,MAC,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,0,0,0.0,0.0,,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0.0,0.0
GOVTRACK,01-01-2020,MDG,Madagascar,MDG,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,MWI,Malawi,MWI,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,MYS,Malaysia,MYS,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,MLI,Mali,MLI,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,MRT,Mauritania,MRT,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,MUS,Mauritius,MUS,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,MEX,Mexico,MEX,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,MDA,"Moldova, Republic of",MDA,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,0,,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOVTRACK,01-01-2020,MNG,Mongolia,MNG,,,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.0,0.0,2,1,0,0,0.0,0.0,,11.11,11.11,14.29,14.29,7.69,7.69,9.09,9.09,0.0,0.0
